DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
47,0,0,2,0,1,1,415,1,0,8,8,197,52,18,0,1,0,0,0,3,1,4,0,5,57,47,627,26,113,130,15,204,162,1,87,92,363,113,10,4,134,228,349,0,0,16,6,15,5,7,0,55,54,26,0,12,212,1,1,0,0,8,25,0,0,32,215,165,9,0,1,73,71,38,3,0,0,8,3,0,1,6,3,0,6,0,2,0,31,61,282,5,6,0,1,2,0,0,3,5,0,0,198,2016,47
48,0,0,0,0,0,0,43,0,0,0,2,49,6,2,0,0,0,0,0,0,0,0,0,0,3,3,24,4,11,11,2,20,29,0,2,5,26,6,0,0,31,49,35,4,0,1,2,0,0,0,0,7,4,2,0,5,48,1,0,0,0,1,2,0,0,13,12,25,6,0,0,17,11,4,0,0,0,1,0,0,3,0,0,0,1,0,0,0,24,21,33,0,2,0,0,0,1,0,0,0,0,2,39,2016,48
49,0,0,1,0,9,1,1049,0,0,21,51,497,219,31,0,14,0,4,4,4,3,9,6,16,125,190,890,25,296,425,60,490,511,0,314,399,1159,689,35,5,309,1093,398,227,0,58,44,61,102,69,0,269,89,32,30,161,778,4,3,0,2,58,304,0,0,229,780,668,1,2,5,131,147,226,4,0,0,7,2,0,12,8,25,0,18,11,4,0,441,362,1058,33,18,2,0,7,2,0,4,4,4,5,516,2016,49
50,0,0,3,0,1,0,654,0,0,13,16,332,90,25,0,3,0,0,0,1,0,4,5,1,23,38,189,11,70,107,9,130,224,0,82,96,248,111,18,0,97,483,259,50,1,20,31,37,50,39,0,120,33,10,6,232,408,1,0,0,0,17,26,0,0,62,331,422,2,29,2,94,86,64,2,0,6,9,4,0,62,10,21,1,8,3,1,0,157,90,504,41,14,8,0,0,2,0,2,1,0,4,379,2016,50
51,0,0,4,0,1,1,1722,0,0,53,68,917,285,82,0,7,0,1,6,2,0,34,5,9,309,251,946,23,339,553,48,637,346,0,610,312,1079,598,51,8,360,1030,1487,216,0,45,37,46,98,30,1,374,129,79,30,117,1034,1,1,0,4,31,470,1,0,126,1177,1159,3,7,2,243,262,300,3,0,4,14,5,0,14,8,12,2,29,23,1,4,187,306,1317,7,20,1,0,17,1,0,6,13,2,16,707,2016,51
52,0,0,1,0,1,0,296,0,0,7,13,134,57,5,0,0,0,0,0,1,2,1,1,5,13,17,142,3,30,55,10,29,139,0,58,34,126,60,10,0,86,182,115,32,0,10,1,7,6,10,0,53,17,9,4,25,217,1,0,0,0,19,30,0,0,25,66,23,2,0,0,53,43,50,0,0,1,5,2,0,1,1,1,0,8,4,0,0,108,41,201,1,4,1,0,0,0,0,0,1,0,0,139,2016,52
53,0,0,0,0,2,1,330,0,0,1,23,180,48,5,0,1,0,0,0,0,0,4,0,0,23,37,147,4,101,21,18,173,73,0,45,43,240,112,6,0,76,186,335,34,0,0,6,13,21,12,0,69,39,12,7,21,225,0,1,0,3,12,18,0,0,72,109,122,3,2,15,50,46,38,2,0,0,0,2,0,10,5,4,2,7,4,1,0,131,90,242,5,0,0,0,2,2,1,1,0,0,4,164,2016,53
54,0,0,7,1,30,2,1984,0,0,19,91,835,347,54,0,4,0,0,1,2,6,22,11,18,78,138,1121,33,336,380,53,846,1369,1,544,265,1036,630,96,5,737,489,2418,346,0,64,32,88,110,89,0,417,163,70,71,249,1964,5,1,1,3,72,357,0,0,369,1064,811,213,90,7,276,263,501,6,0,9,25,3,0,31,28,30,1,67,37,11,0,763,378,1983,45,28,6,0,24,1,1,13,16,2,6,804,2016,54
55,0,0,0,0,0,0,241,0,0,2,12,72,50,2,0,0,0,1,0,0,0,6,0,3,10,19,121,2,47,59,8,21,150,0,64,36,123,66,6,2,83,188,225,24,0,5,2,7,6,7,0,28,19,9,7,25,283,3,0,0,0,11,24,0,0,33,108,86,22,1,4,19,21,98,1,0,0,2,0,0,1,0,2,0,1,1,0,0,14,33,167,0,1,0,0,0,0,0,0,1,0,1,86,2016,55
56,0,0,1,0,4,0,819,0,0,10,42,302,97,39,0,2,0,1,0,0,3,5,5,6,48,92,448,22,178,222,32,298,202,0,166,217,574,225,27,1,110,848,1119,102,1,21,18,21,23,28,0,88,42,23,16,88,430,2,3,0,2,54,78,0,0,102,496,546,3,2,5,104,107,120,2,0,13,6,1,1,5,1,8,0,17,1,1,0,279,230,905,7,17,0,0,10,1,0,4,1,0,6,314,2016,56
57,0,0,4,0,12,1,1976,0,0,38,103,992,417,70,0,17,0,5,10,7,3,26,9,11,159,256,1618,27,429,624,61,1035,621,4,548,307,1661,573,74,1,485,1478,1863,154,1,46,10,43,95,58,0,390,127,95,114,140,1372,2,6,2,2,52,332,0,0,299,1601,2025,45,121,11,271,291,310,7,1,5,17,8,0,107,120,36,7,74,30,4,2,522,307,1503,16,74,43,0,8,2,0,10,19,4,9,804,2016,57
58,0,0,0,0,1,0,160,0,0,2,4,51,36,12,0,0,0,0,0,1,0,0,1,4,10,31,130,11,32,117,14,43,68,0,43,45,133,47,7,0,66,0,0,15,0,3,5,8,5,7,0,31,7,5,1,6,156,1,1,0,0,5,16,0,0,75,160,104,1,0,1,24,19,61,1,0,0,3,0,0,0,1,3,0,0,0,2,0,12,36,113,2,0,0,0,1,0,0,1,0,0,1,91,2016,58
59,1,0,17,4,65,6,10024,1,2,251,374,4137,1571,395,9,58,1,26,44,36,43,179,31,81,2031,2534,9224,199,2165,3447,274,5916,1683,9,6105,1329,14634,4637,400,18,1945,6667,6870,1554,26,124,166,330,577,351,3,2020,631,278,419,676,8697,15,14,1,4,170,1981,2,3,1198,5429,3511,70,238,40,916,1044,1293,177,3,16,130,21,2,199,73,99,20,209,239,35,4,2901,1803,6040,53,259,89,3,34,8,2,62,31,16,149,4790,2016,59
60,1,0,3,0,10,0,1017,0,0,16,42,515,198,55,0,8,0,1,1,9,3,21,5,6,180,179,476,9,160,246,32,379,376,0,746,196,768,567,41,0,266,769,628,161,1,26,18,39,42,24,0,313,50,26,39,75,807,0,1,2,1,23,323,0,2,134,565,455,10,35,6,139,172,116,0,0,7,7,3,0,60,24,59,4,31,13,7,2,170,230,595,1,43,35,0,4,1,0,4,3,3,18,533,2016,60
61,0,0,0,0,1,0,305,0,0,7,11,211,58,10,0,4,0,0,2,1,0,1,0,4,16,30,106,5,45,138,10,38,134,0,72,55,170,120,13,1,89,236,286,125,0,9,20,17,25,6,0,77,25,12,2,38,238,1,1,0,0,13,49,0,0,94,252,144,8,3,5,125,70,87,0,0,3,7,1,0,2,2,3,2,8,2,1,0,108,56,273,2,6,1,0,0,1,0,0,2,0,1,149,2016,61
62,1,0,12,0,35,2,5032,0,1,101,187,1895,769,198,0,22,0,4,9,6,14,116,20,41,383,648,3368,104,1064,1454,157,1351,786,10,1415,705,4336,1717,242,23,1049,2579,3473,489,1,127,76,179,381,250,1,1536,434,156,62,343,2729,21,5,0,5,208,1226,0,0,573,2130,2112,52,528,80,493,572,438,56,1,8,61,22,3,811,38,51,9,84,53,27,5,794,665,2467,15,63,8,1,16,10,3,10,33,3,89,2394,2016,62
63,0,0,3,0,5,2,856,0,0,14,53,455,182,44,2,3,0,2,2,6,0,23,8,17,100,180,1394,47,408,529,29,446,366,0,550,297,1274,441,47,2,260,1084,1217,168,3,32,23,37,42,36,1,121,109,35,7,81,534,5,1,0,0,17,171,0,0,235,955,640,1,13,2,81,99,105,2,1,6,3,7,0,27,12,20,1,31,8,0,2,195,359,909,13,19,2,2,9,2,0,2,4,6,9,489,2016,63
64,0,0,8,1,6,2,1056,0,1,15,43,449,188,49,0,3,0,0,4,2,0,12,3,8,96,149,1100,100,428,371,104,737,500,0,304,557,1529,418,78,1,386,554,1793,143,2,34,35,46,51,52,0,144,106,80,60,182,1140,6,10,0,0,16,79,0,0,177,499,658,78,58,14,128,130,146,6,1,0,16,3,2,86,10,21,1,34,6,2,2,258,313,1042,15,34,20,1,9,1,0,7,5,6,21,531,2016,64
65,0,0,0,0,9,0,307,0,0,5,13,151,60,20,0,1,0,0,1,0,2,0,0,6,41,59,411,25,164,95,11,230,161,0,127,92,530,214,19,0,20,302,568,48,0,0,7,9,11,7,0,52,24,16,0,18,179,0,1,0,1,12,44,0,0,71,274,337,1,0,2,42,43,28,3,0,0,4,3,0,0,3,3,2,7,0,1,0,109,86,332,5,5,0,0,5,1,0,0,2,0,2,148,2016,65
66,1,0,2,0,19,1,922,0,0,30,42,437,148,48,0,2,0,2,0,5,4,20,2,7,263,150,672,44,214,147,20,249,182,3,335,175,690,391,4,0,0,316,2,187,2,22,28,16,41,38,0,148,55,28,98,68,384,4,14,0,0,10,69,0,0,124,477,544,1242,119,33,103,160,81,3,0,3,13,4,0,157,21,47,6,25,1,2,0,69,158,513,9,39,43,1,4,3,3,1,4,1,15,352,2016,66
67,2,1,5,2,27,3,2260,0,0,45,147,1259,533,111,4,5,1,6,6,4,9,39,19,11,191,283,951,25,273,496,71,865,698,2,213,354,1065,321,80,5,487,1348,3643,395,3,64,39,93,72,112,0,426,159,61,76,269,1503,8,36,2,12,163,554,0,0,403,1075,956,81,55,32,362,365,359,4,3,8,19,8,0,93,74,60,9,80,27,18,5,339,317,1987,27,65,28,2,26,14,2,25,13,14,66,1188,2016,67
68,0,0,3,0,18,0,1477,0,0,39,98,764,294,56,0,2,0,1,2,2,3,17,12,8,102,182,779,20,208,427,52,288,348,0,202,182,619,200,29,0,139,1085,1487,159,5,31,28,11,53,46,1,258,75,69,38,90,723,1,2,1,2,21,242,1,2,186,863,420,21,25,14,262,278,217,4,0,10,11,8,0,44,64,30,4,22,17,12,1,30,166,934,8,35,14,0,13,1,0,3,6,0,7,592,2016,68
69,2,0,18,0,51,3,6176,0,0,140,383,2691,1051,238,5,57,2,12,24,36,14,177,35,26,1544,1681,6696,149,2073,4698,167,2548,2740,5,3387,1214,9730,2509,210,9,2549,359,697,403,15,19,89,344,194,215,0,970,408,286,158,593,5082,9,25,1,4,163,1116,1,0,744,3149,2544,42,49,56,769,1093,1056,10,2,35,22,15,1,241,117,112,5,206,126,17,2,1819,2973,4734,30,182,37,2,38,3,0,41,12,6,409,2773,2016,69
70,0,0,0,0,0,2,210,0,0,7,15,89,38,6,0,2,0,1,0,1,0,1,1,3,4,9,91,0,33,40,2,29,56,0,49,27,161,36,5,0,49,31,242,16,1,8,1,6,16,15,0,31,17,13,2,12,143,0,0,0,0,2,39,0,0,26,64,62,0,0,0,25,18,54,3,0,0,1,2,0,0,2,2,0,5,0,1,0,7,30,180,1,4,0,0,3,0,0,0,1,0,0,92,2016,70
71,0,0,0,0,10,0,773,0,0,10,46,379,134,30,1,4,0,0,1,3,0,12,3,1,50,57,586,21,115,289,31,170,331,0,197,176,466,311,17,4,200,571,820,58,1,18,13,19,28,27,0,176,57,22,6,106,614,3,3,1,0,69,155,0,0,156,226,348,2,0,5,95,95,148,1,0,3,15,8,0,3,8,9,3,25,3,7,1,244,77,782,10,20,0,0,8,5,0,4,0,1,9,218,2016,71
72,0,0,2,2,6,0,815,0,1,25,56,480,166,35,0,3,0,1,4,7,3,14,5,6,106,173,435,8,207,188,22,432,146,0,237,245,744,270,18,0,399,625,958,139,0,38,41,0,93,55,0,290,76,18,4,50,487,3,16,0,1,26,167,0,0,126,603,453,2,7,3,132,114,143,3,0,1,5,2,0,7,10,7,5,19,2,1,0,116,286,846,6,8,0,0,0,0,0,6,2,0,3,399,2016,72
73,0,0,1,0,3,0,545,0,0,5,28,232,97,27,3,5,0,0,3,2,1,7,1,3,74,97,507,10,180,244,13,244,182,0,214,134,568,167,31,0,109,523,848,82,1,23,2,31,31,20,0,74,51,50,19,33,452,1,1,0,0,16,142,0,0,144,319,194,188,157,7,91,88,110,0,0,0,3,2,0,187,36,23,4,15,17,1,0,40,172,478,2,25,19,0,1,1,0,8,0,0,6,229,2016,73
74,0,1,1,0,7,0,682,0,0,20,35,345,141,29,0,8,0,0,1,3,2,13,2,5,68,102,865,31,263,356,58,401,361,0,249,328,609,181,23,0,187,856,1004,147,5,29,10,23,26,20,0,114,46,43,44,134,1061,1,15,0,2,14,77,0,1,65,404,299,16,31,5,94,92,199,8,0,3,6,2,0,40,10,13,3,28,13,3,0,186,164,533,3,44,16,0,9,3,0,5,7,6,19,335,2016,74
75,5,3,40,13,167,9,11055,0,3,246,1523,4638,2540,623,8,67,1,48,58,36,56,449,84,88,6512,6455,8644,423,2453,2025,525,26391,3710,9,2748,5739,12440,2301,285,2,3440,6543,63426,2490,63,448,134,885,346,487,2,1195,394,194,1154,1766,9443,53,51,2,115,64,340,3,13,877,10191,2584,134,57,130,1699,3008,2710,23,114,96,29,5,0,514,189,154,18,223,136,46,39,10897,9366,12217,22,880,154,7,107,16,2,435,12,115,2828,8559,2016,75
76,0,0,13,0,23,4,3508,0,2,48,200,1735,499,129,0,22,0,6,4,10,8,49,16,28,582,740,2909,88,734,1423,129,1331,949,2,1209,690,3922,1618,198,6,303,1805,3186,419,3,108,124,107,271,86,0,703,264,91,73,224,2656,7,6,1,1,85,766,0,0,521,2629,2556,63,58,18,410,428,459,9,0,11,28,20,2,68,51,39,8,87,28,8,31,583,1008,2732,13,53,13,0,11,4,0,12,13,19,27,1536,2016,76
77,0,0,3,1,43,3,3951,1,0,74,250,1911,685,196,3,70,1,11,35,26,11,99,22,23,910,1118,4163,171,785,1237,138,2612,1695,12,2865,694,5527,2299,238,7,1157,2240,3955,551,8,105,76,147,201,201,0,1210,295,173,114,407,4543,4,9,2,4,81,684,0,2,504,2291,1954,35,81,81,562,827,749,6,0,45,51,30,2,156,75,50,10,132,62,21,3,1518,1002,3539,37,177,84,0,18,10,1,24,28,1,117,2386,2016,77
78,2,0,8,2,42,0,3970,0,1,90,306,2231,852,173,1,22,1,8,30,13,2,82,23,27,870,957,3728,85,648,1163,191,2530,1970,9,2746,888,4119,2513,161,4,740,3089,5519,655,8,134,109,155,248,139,1,902,368,195,208,342,6612,7,11,3,4,81,555,0,0,458,2346,2195,48,66,40,562,840,769,12,0,14,41,16,0,189,174,70,16,172,82,26,7,1756,1445,5046,9,274,111,1,40,12,0,31,37,24,131,2403,2016,78
79,0,0,1,0,2,0,254,0,0,3,11,127,70,10,0,1,0,0,0,1,0,3,1,3,18,27,224,11,53,123,6,56,133,0,109,118,286,105,15,2,86,55,426,30,1,12,11,12,27,20,0,50,11,9,1,11,173,0,1,0,0,3,17,0,0,31,117,80,8,1,1,32,60,28,1,0,0,5,2,0,4,3,4,1,6,3,2,3,118,81,286,20,4,0,0,0,0,0,1,0,1,0,144,2016,79
80,0,0,0,1,7,0,1135,0,0,32,55,594,245,47,0,3,0,0,5,1,2,25,5,10,134,183,587,35,184,431,46,379,287,0,398,261,843,325,33,0,279,69,1077,135,0,0,39,45,59,44,0,237,97,21,49,81,940,3,0,0,1,199,303,0,0,166,456,231,8,7,8,152,175,123,2,0,0,15,6,0,29,9,9,2,27,5,1,1,499,175,656,5,19,2,0,3,4,1,9,6,1,8,579,2016,80
81,0,0,1,0,2,0,432,0,0,9,10,188,94,13,0,5,0,0,3,1,1,6,2,5,61,76,823,25,89,180,59,156,163,0,167,161,751,167,10,2,139,407,772,62,0,9,9,8,27,32,0,99,24,15,5,42,258,0,2,0,0,67,126,1,0,132,443,171,3,1,4,95,80,50,0,0,0,6,1,0,2,0,4,0,4,4,1,0,62,121,363,10,10,0,0,10,1,0,2,5,0,4,207,2016,81
82,0,0,2,0,4,0,294,0,0,6,16,111,41,26,0,0,0,0,2,1,1,1,0,2,33,40,480,29,142,65,18,143,156,0,183,107,422,149,21,3,86,314,334,35,0,8,12,1,32,22,0,56,23,12,2,17,146,0,1,1,0,10,49,0,0,38,223,197,1,0,1,47,49,50,1,0,0,5,3,0,2,1,6,0,16,4,0,0,63,69,269,3,5,0,0,0,1,0,3,2,1,1,147,2016,82
83,1,0,12,2,33,2,2896,0,0,36,137,1244,392,162,1,8,0,1,10,9,2,46,12,16,389,494,2317,257,463,1200,73,1283,529,0,779,1233,2631,798,95,12,419,2353,2861,179,1,50,46,63,44,114,0,484,228,184,120,293,2569,8,22,1,2,30,236,0,0,181,1008,737,19,39,58,370,397,500,4,0,15,41,12,0,40,27,47,4,105,28,13,7,548,650,2386,45,100,39,0,11,5,1,15,206,6,53,1139,2016,83
84,0,0,4,0,7,0,1145,0,0,23,50,632,202,72,1,7,0,7,4,6,3,22,5,10,159,169,1083,58,228,346,19,537,294,1,566,217,1170,441,40,13,267,1019,1126,110,3,38,4,24,59,64,0,169,82,69,60,253,972,1,6,2,0,19,220,0,0,136,666,617,33,55,18,166,185,201,1,1,1,14,4,1,51,18,20,3,32,17,5,6,178,297,970,10,103,83,1,10,1,2,4,13,2,11,488,2016,84
85,0,0,1,0,1,0,448,0,0,8,24,181,66,22,0,0,0,1,0,1,0,3,2,4,12,35,235,20,63,136,10,61,156,0,109,125,637,145,21,2,88,226,628,46,0,8,9,16,19,25,0,94,55,16,1,43,278,2,1,0,0,5,29,0,1,57,296,168,1,0,0,61,57,48,1,0,4,7,1,1,5,1,3,0,6,1,0,0,65,85,388,2,4,0,0,0,0,0,0,0,0,2,184,2016,85
86,0,4,4,1,13,0,606,0,0,15,26,308,137,32,0,3,0,3,1,1,1,6,8,5,82,79,416,25,190,75,24,283,313,0,154,175,563,359,37,1,239,544,881,34,0,16,21,32,15,24,0,127,40,12,14,130,625,4,0,0,0,39,70,0,0,318,432,559,2,0,1,99,97,136,3,0,1,6,3,1,5,6,12,1,13,20,10,2,233,145,767,10,28,1,0,9,3,1,6,5,1,11,348,2016,86
87,0,0,0,0,0,0,612,0,0,5,35,197,147,22,0,11,0,1,2,0,0,13,2,7,43,53,613,40,182,197,13,384,307,0,164,179,841,347,29,2,266,288,964,101,5,12,17,28,0,41,0,134,57,10,44,34,373,3,1,0,0,28,115,0,0,149,181,166,2,40,9,72,82,108,0,0,2,8,1,0,46,20,13,2,31,5,0,0,211,185,623,5,34,16,0,7,0,0,3,1,3,6,290,2016,87
88,0,0,0,0,5,1,417,0,0,4,17,137,46,10,0,0,0,0,1,1,1,4,2,1,30,43,340,17,85,233,18,65,175,0,118,70,273,112,19,0,99,346,369,2,1,4,12,8,14,16,0,93,71,18,10,36,416,2,1,0,0,10,52,0,1,86,252,152,2,0,5,77,88,134,3,0,1,6,1,1,0,1,2,2,10,7,0,0,73,82,255,1,6,0,0,0,2,0,1,0,0,2,158,2016,88
89,0,0,1,0,4,0,479,0,0,8,27,246,118,23,0,3,0,1,0,1,0,5,1,4,33,55,183,9,98,42,10,138,167,0,150,96,380,163,8,1,170,311,425,55,0,10,5,6,0,20,0,119,31,20,0,19,389,5,3,1,1,10,52,1,0,100,223,295,5,1,4,71,65,108,0,0,2,1,1,0,2,12,6,0,13,5,0,3,405,84,330,7,5,0,0,2,1,0,0,1,0,2,205,2016,89
90,0,0,0,0,0,1,401,0,0,6,16,197,93,13,1,0,0,0,2,0,1,3,5,4,26,36,162,6,76,169,8,51,148,0,81,42,269,92,10,0,0,284,475,44,0,7,14,15,14,20,0,93,31,6,18,64,334,1,1,0,0,11,55,0,0,49,176,44,3,0,2,60,52,88,1,0,0,4,4,0,2,2,0,0,6,4,0,0,15,77,247,0,9,0,0,6,1,0,0,1,0,0,151,2016,90
91,0,0,9,1,34,6,3654,0,1,96,221,1741,635,163,1,34,0,7,30,17,11,105,27,31,916,1178,4172,115,360,932,152,2305,1009,4,3173,690,3659,1906,154,1,507,1649,3753,451,1,68,81,134,138,148,0,763,230,105,175,273,3268,9,2,0,3,57,457,2,2,322,1534,914,55,72,54,477,719,442,8,1,28,34,7,0,123,127,72,65,99,46,13,2,514,1149,2571,19,96,70,0,4,11,1,5,25,1,37,1790,2016,91
92,0,0,4,2,56,2,5265,0,0,114,633,2641,942,275,9,46,0,26,43,26,11,174,33,45,2325,2373,5212,159,889,1235,284,6636,1899,4,2578,2844,7874,2424,195,1,2301,5004,13859,835,15,125,98,242,197,296,0,956,383,175,525,390,3241,3,2,0,4,111,585,1,2,453,3824,2626,74,4,59,646,824,593,14,8,39,19,4,0,99,43,61,12,141,53,18,5,6518,3775,6608,11,91,16,0,29,12,3,37,18,22,121,3385,2016,92
93,4,0,20,1,91,6,9155,2,0,249,663,4003,1097,607,9,90,3,33,80,42,28,393,57,88,5679,5062,7220,151,727,1535,305,8558,2470,15,5295,1555,11852,3360,327,2,913,4782,8600,1879,1,258,137,325,296,239,0,1699,322,203,945,1499,8482,11,19,3,3,107,1033,1,7,759,5489,3357,73,24,72,1140,2059,1165,22,1,122,56,10,1,152,180,102,17,123,117,86,0,2904,2422,5347,15,318,170,1,6,4,2,22,60,7,1614,4066,2016,93
94,0,2,7,6,92,3,5245,0,0,133,366,2441,748,299,0,97,2,25,30,25,21,125,41,43,2040,1630,5717,134,661,1195,283,4374,2223,5,3430,1738,6977,2948,163,2,1048,2881,8724,1208,9,146,123,167,226,200,4,940,343,133,361,770,4223,4,6,4,2,48,640,1,3,531,3220,2028,16,18,54,621,889,768,10,1,23,34,7,0,111,69,79,10,150,82,20,2,1783,1942,4972,10,209,45,6,32,15,2,28,26,5,208,2616,2016,94
95,0,0,7,0,62,1,3972,0,0,105,259,2075,491,181,0,36,0,11,32,18,8,182,16,32,1937,1978,3841,64,488,845,91,3143,1284,18,3485,641,5489,2036,155,4,459,2702,5033,799,2,113,97,164,173,126,0,766,374,171,225,304,4264,21,2,1,2,43,546,0,0,281,1651,1244,158,317,760,530,802,689,8,1,8,35,5,1,496,169,81,4,107,48,40,1,965,1107,3365,16,296,239,1,5,5,0,29,29,5,139,2341,2016,95
971,3,9,71,6,32,3,1190,1,0,29,51,481,87,65,2,130,0,27,211,3,8,274,3,11,241,394,963,32,254,127,21,88,49,0,243,168,1176,233,28,3,20,409,659,101,0,28,22,17,27,18,0,114,34,25,213,56,313,1,18,1,0,5,35,0,0,46,247,305,43,77,3,53,92,255,0,1,1,7,8,0,22,38,18,5,15,4,1,0,183,78,422,3,121,72,1,14,0,1,8,7,6,34,275,2016,971
972,0,0,10,0,33,0,936,0,0,17,49,448,79,45,0,21,0,5,97,1,1,64,2,1,193,234,607,11,167,91,14,59,176,0,188,173,1158,128,19,3,104,348,503,51,2,23,18,18,28,31,1,113,14,7,51,45,460,1,0,1,1,5,27,0,0,37,160,97,9,105,3,65,113,244,3,0,0,1,3,0,18,2,13,1,7,9,1,1,93,68,270,0,80,66,0,1,0,1,1,2,0,9,236,2016,972
973,1,1,13,2,23,1,925,0,1,25,64,352,104,49,1,19,0,9,161,1,10,166,3,5,510,542,352,8,93,83,18,169,29,0,90,460,944,42,23,1,0,489,559,175,0,16,27,0,21,18,0,112,2,5,48,47,238,2,12,0,0,1,22,0,0,26,175,190,1085,216,28,69,101,146,4,0,1,1,6,0,40,7,81,3,7,1,0,0,24,69,286,1,219,137,0,1,0,0,5,7,1,9,328,2016,973
974,0,0,5,0,21,1,2094,0,0,26,72,927,153,100,1,5,0,1,10,8,4,66,11,20,211,581,1079,35,417,195,17,101,127,0,379,568,1865,443,33,8,270,289,1222,158,1,61,59,47,99,69,0,304,80,39,18,55,472,5,3,3,17,44,195,0,0,156,423,1110,2,25,1,100,157,258,2,0,3,14,5,4,9,6,13,1,34,8,5,1,388,81,742,2,26,7,0,6,3,5,8,16,0,18,529,2016,974
976,0,1,4,3,6,3,576,0,0,13,27,182,31,19,1,4,0,1,3,14,18,164,15,9,168,367,574,7,128,137,17,138,23,0,86,162,334,36,10,6,24,220,288,60,1,23,53,6,23,14,0,68,10,6,9,8,41,1,0,2,0,1,22,0,0,20,68,151,171,229,1,39,114,93,1,0,0,0,0,4,113,6,6,0,4,17,0,0,15,27,148,0,108,38,1,0,0,0,57,3,0,13,151,2016,976
987,0,0,0,0,0,0,417,0,0,0,7,71,22,16,0,0,0,0,0,0,0,2,0,3,15,50,215,9,86,12,2,9,56,0,19,141,411,35,2,0,2,3,542,120,0,7,4,11,15,4,0,45,13,26,13,79,543,0,4,1,0,0,4,0,0,13,37,38,33,16,0,44,36,7,0,6,0,2,1,2,1,2,1,0,6,2,0,0,143,17,103,1,7,6,0,6,0,0,1,1,0,2,157,2016,987
