DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
47,0,0,1,0,1,2,541,0,0,10,20,328,90,23,0,0,0,0,1,0,2,7,1,2,24,56,235,11,107,118,3,189,132,0,88,57,266,64,20,5,95,341,416,69,0,21,15,29,27,30,0,114,43,20,4,19,248,1,0,0,0,8,52,0,1,42,199,160,47,0,1,84,68,30,0,0,5,11,3,0,1,2,3,4,13,5,4,1,96,123,561,8,14,0,0,2,3,3,0,3,1,3,260,2019,47
48,0,0,0,0,0,0,70,0,0,2,5,31,8,2,0,0,0,0,0,0,0,0,0,0,0,2,12,3,6,4,0,17,26,0,7,1,63,4,1,0,13,28,37,15,0,0,3,3,3,3,0,20,2,0,3,9,36,0,0,0,0,0,0,0,0,13,18,15,0,0,1,12,10,15,0,0,0,1,0,0,4,0,2,1,2,0,0,0,5,4,45,0,0,0,0,0,1,0,0,0,0,0,42,2019,48
49,0,0,5,0,11,0,1184,0,0,21,56,524,228,52,0,4,0,1,5,5,4,17,6,3,82,227,687,11,345,352,69,648,479,0,250,321,1204,521,42,4,353,928,1508,193,1,59,82,94,130,80,0,338,104,24,26,202,742,11,6,1,1,47,248,1,0,145,685,784,3,3,12,143,171,214,5,0,3,4,8,0,8,9,5,1,37,21,1,6,167,353,1334,2,13,1,0,9,6,1,3,3,2,13,458,2019,49
50,0,0,4,0,3,0,665,0,0,10,19,243,116,24,0,0,0,1,1,2,1,4,3,2,26,39,152,9,57,91,22,106,194,0,83,66,262,100,26,1,117,457,404,58,1,42,35,47,76,40,1,123,49,16,12,209,443,3,3,0,0,20,65,0,1,96,336,204,10,30,7,94,97,70,0,0,7,9,7,0,45,5,14,0,27,9,1,0,90,105,608,26,7,5,0,0,3,0,1,5,1,3,534,2019,50
51,0,0,4,0,11,3,1752,0,0,34,59,938,323,86,0,1,0,2,6,5,6,25,3,3,223,291,921,23,250,340,56,574,347,1,462,173,1132,358,43,6,317,954,1526,251,3,62,39,88,78,64,0,368,132,47,53,92,1237,5,1,1,3,21,320,0,0,132,1407,986,12,15,16,225,232,321,3,0,9,11,3,2,10,2,6,6,27,14,4,4,236,388,1455,8,18,6,0,8,3,0,1,6,4,28,760,2019,51
52,0,0,1,0,4,0,315,0,0,5,14,182,54,10,0,0,0,0,1,1,0,0,0,3,11,6,164,7,63,36,13,38,129,0,55,26,89,47,9,0,73,173,201,30,0,12,11,11,21,18,0,62,25,6,3,15,311,2,0,0,0,19,21,0,0,23,52,27,0,1,1,85,67,88,0,0,0,2,2,0,0,0,1,4,4,4,0,0,77,49,194,0,3,0,0,1,1,0,0,0,0,4,146,2019,52
53,0,0,0,0,0,0,418,0,0,2,25,145,60,7,0,0,0,0,1,0,0,1,0,4,25,56,156,2,84,23,16,122,68,0,40,37,277,89,5,0,85,202,346,45,0,25,8,20,21,15,0,82,66,3,7,23,148,0,0,0,0,8,14,0,0,64,71,74,2,0,13,38,40,37,0,0,2,0,3,0,13,3,4,0,16,1,1,1,68,122,313,3,7,0,0,2,5,0,0,2,1,0,152,2019,53
54,1,0,2,1,30,2,2254,1,1,31,91,952,345,89,0,2,0,1,4,3,0,21,5,18,95,130,1023,28,248,364,49,772,935,0,402,144,1016,401,95,2,525,1159,2220,196,1,94,67,85,98,115,0,485,168,80,68,202,1454,12,12,0,2,179,376,0,2,271,1178,817,5,92,3,324,357,387,7,1,9,33,18,0,36,34,24,18,86,33,12,4,532,526,2114,9,51,53,0,19,2,0,9,16,5,18,950,2019,54
55,0,0,1,0,0,0,249,0,0,0,5,102,48,3,0,1,0,0,0,1,0,6,1,1,10,20,121,3,49,49,7,21,101,0,56,31,113,43,7,1,89,254,235,29,0,8,7,13,30,13,0,41,25,6,3,36,335,0,0,0,0,9,58,0,0,48,80,81,4,0,8,46,57,60,0,0,0,2,0,0,1,0,5,0,3,0,0,0,27,54,221,3,4,0,0,0,0,0,1,1,0,0,105,2019,55
56,1,0,2,0,10,3,1095,0,0,19,46,409,121,41,1,0,0,0,3,2,1,9,11,9,53,74,486,16,140,213,23,301,190,0,147,130,520,264,24,2,146,668,829,103,0,58,43,47,59,53,0,217,47,9,41,205,506,2,0,0,0,58,90,2,3,156,624,301,2,0,0,143,185,130,2,0,18,12,2,0,10,1,5,1,12,7,3,0,161,138,768,16,8,0,0,8,3,0,1,4,0,51,428,2019,56
57,0,0,6,0,15,2,2521,1,2,25,96,1295,518,136,0,4,0,5,6,5,3,16,5,10,109,249,1396,25,338,473,86,821,639,0,532,137,1817,538,83,1,403,1506,1747,196,1,70,63,76,119,135,0,445,142,90,96,160,1164,5,10,1,2,55,385,0,0,278,1631,1809,11,73,20,313,306,253,7,0,8,17,14,0,94,73,38,14,61,26,12,0,615,427,2017,4,38,48,1,5,6,0,5,5,2,16,945,2019,57
58,0,0,0,0,0,0,165,0,0,0,9,55,51,18,0,2,0,0,0,1,1,3,2,2,10,14,181,22,60,119,10,33,71,0,34,46,172,50,12,0,50,177,187,8,0,9,6,11,4,10,0,33,4,3,2,3,101,0,0,0,0,6,44,0,1,71,195,91,3,1,2,32,40,30,1,0,1,5,0,0,1,0,1,0,3,2,1,0,110,33,194,0,0,0,0,0,0,0,0,2,0,2,87,2019,58
59,1,1,23,1,90,10,12321,1,3,226,440,5464,2026,568,5,36,0,19,43,31,40,199,34,75,1317,2086,8457,235,1860,2710,341,6363,1468,9,5237,899,13440,3718,494,16,1941,6338,8994,1261,37,399,500,487,789,664,1,2760,580,204,575,704,7639,24,55,7,10,156,1751,3,11,1101,6172,3769,25,263,43,1202,1476,1109,12,3,35,111,23,38,270,98,46,21,251,102,10,25,2257,2677,7999,25,228,99,2,39,15,3,51,74,17,105,5376,2019,59
60,1,0,4,3,20,0,1145,0,0,32,61,525,158,54,0,11,0,2,9,4,2,21,5,2,112,184,469,18,156,200,11,485,368,1,453,94,627,404,50,0,277,615,745,108,0,32,40,48,46,38,0,267,39,17,49,87,1016,4,3,0,1,23,366,1,0,95,458,311,5,45,38,162,210,138,3,2,14,6,5,0,83,15,45,2,33,7,171,0,284,181,697,4,41,25,0,3,0,0,0,4,2,20,500,2019,60
61,0,0,0,0,6,0,326,0,1,8,23,314,84,17,0,4,0,0,0,0,0,4,3,0,11,20,124,8,49,82,11,84,116,0,50,21,135,101,13,0,79,241,261,122,1,23,20,24,32,19,0,106,35,7,8,30,230,1,0,0,0,53,42,0,0,59,220,140,10,3,0,93,70,79,1,0,0,7,1,1,2,3,4,1,10,5,0,0,84,62,291,0,13,2,0,2,1,0,1,3,0,3,188,2019,61
62,0,1,14,0,42,3,5824,0,2,79,185,2274,933,237,1,15,0,8,10,4,15,36,17,43,247,464,2948,126,733,1206,142,1080,869,3,1283,396,3669,1017,289,12,919,2474,2855,431,1,159,231,215,499,307,2,1962,372,134,81,382,2958,8,6,2,1,137,1036,1,0,467,2188,1831,49,851,285,589,672,473,7,1,15,105,25,0,1078,19,23,11,105,50,42,20,838,779,3051,23,66,16,0,11,12,0,8,32,9,16,3401,2019,62
63,1,0,4,0,4,2,1052,1,1,12,45,498,222,44,0,7,0,0,6,0,5,23,4,9,113,203,1202,33,465,420,29,420,347,1,374,193,2024,357,45,4,369,1026,1274,183,0,64,42,67,64,62,0,161,109,28,28,97,596,2,3,2,3,29,252,1,1,203,1121,594,17,13,29,178,183,173,2,0,3,6,5,1,40,11,18,5,37,9,3,0,167,440,1163,4,22,8,0,12,1,0,6,9,3,17,551,2019,63
64,0,0,3,0,7,1,1369,1,0,15,44,568,254,77,0,6,0,2,2,1,1,13,3,6,98,108,1020,122,356,316,82,1027,418,0,293,550,1548,358,68,2,314,955,1667,165,2,58,27,68,59,66,0,181,82,42,66,98,796,9,2,1,0,35,114,0,0,194,589,560,14,63,34,150,173,156,2,0,5,17,4,0,102,7,39,6,45,22,4,2,159,412,1155,42,24,10,0,15,5,0,6,16,3,14,602,2019,64
65,0,0,0,0,2,0,347,0,0,7,11,139,64,20,0,2,0,0,1,1,0,5,2,3,23,51,378,15,103,73,12,448,188,0,89,41,273,115,20,0,200,408,488,40,0,11,6,14,10,17,0,62,34,4,6,55,226,1,1,0,2,3,45,0,0,65,251,287,2,1,3,55,64,82,1,0,0,4,2,0,0,3,1,0,7,1,0,0,300,118,410,3,2,1,0,3,0,0,2,0,0,3,201,2019,65
66,0,0,7,0,29,0,1062,0,0,29,56,517,132,42,0,1,0,2,1,0,5,15,0,10,215,143,496,75,306,132,25,243,201,0,396,129,1039,331,9,0,106,347,794,152,1,41,17,31,29,39,0,198,43,22,119,127,223,14,11,1,43,15,35,0,0,112,231,356,33,88,65,178,216,108,1,0,5,7,2,0,238,15,54,5,20,8,3,7,112,251,655,2,23,19,0,8,5,2,1,7,5,29,371,2019,66
67,2,0,10,2,20,3,2814,0,2,47,176,1671,616,150,0,4,0,1,4,2,5,37,19,13,146,304,893,26,269,447,28,952,957,1,214,269,1508,365,102,40,561,1868,3987,445,7,66,72,138,107,112,0,546,150,61,70,309,1141,5,5,3,6,158,995,3,3,441,1491,1015,32,52,58,387,444,352,12,2,9,10,9,0,51,35,76,12,84,17,6,3,270,508,2183,54,44,22,1,18,4,0,17,4,12,31,1156,2019,67
68,1,1,4,0,28,1,1904,0,2,43,97,941,340,96,0,2,0,0,6,5,2,10,3,11,87,164,686,16,115,457,52,322,267,1,177,152,804,108,18,1,291,868,1937,166,4,75,48,57,87,72,0,359,123,54,55,112,632,5,4,1,0,97,328,1,0,316,855,397,2,21,5,241,295,245,2,0,13,13,8,0,44,34,22,3,36,19,11,0,145,226,1208,4,27,21,0,18,1,0,4,7,1,6,648,2019,68
69,2,0,14,1,54,5,7431,1,0,127,396,2936,1119,234,2,54,1,13,27,31,12,154,31,33,1187,1451,6475,173,1932,3730,225,4145,2295,6,2670,1288,9799,2503,241,6,1286,5301,17363,1620,19,238,143,463,301,261,2,1255,462,218,350,487,5283,27,44,3,9,192,1186,0,0,810,3155,1982,101,57,70,789,1189,1286,7,1,52,23,23,0,274,88,75,5,216,98,85,4,667,3430,5637,7,194,84,1,25,19,0,34,6,8,372,3436,2019,69
70,0,0,0,0,1,0,160,0,0,0,4,60,38,5,0,0,0,0,0,0,0,0,0,1,7,9,59,0,23,4,0,12,55,0,21,11,60,26,5,2,30,75,193,16,1,9,3,6,14,11,0,27,19,7,3,10,87,1,0,0,0,3,25,0,0,17,59,22,0,0,2,22,31,30,0,0,3,4,0,0,3,1,5,0,1,2,0,0,4,20,144,0,1,1,0,0,0,0,0,0,0,2,69,2019,70
71,2,0,0,1,3,1,790,0,0,10,41,319,119,25,0,3,0,0,1,1,1,4,4,3,29,70,713,12,149,221,39,135,284,0,194,141,414,180,29,4,206,578,754,70,1,39,23,32,33,32,0,145,72,29,14,79,528,2,1,0,0,48,157,0,0,133,285,249,2,4,9,110,106,113,2,0,2,18,4,0,5,4,4,2,18,22,2,0,107,173,736,7,10,2,0,1,3,2,2,3,2,10,299,2019,71
72,0,0,2,0,3,1,1038,0,0,24,61,571,258,44,0,1,0,3,5,2,3,40,4,13,134,318,537,16,212,288,42,391,148,0,195,253,1432,178,27,1,329,661,1088,132,0,48,39,59,77,50,0,403,85,26,7,68,382,1,0,0,2,22,123,0,0,158,452,214,15,9,60,165,182,148,1,0,18,1,1,0,9,6,2,3,10,7,0,0,657,396,1270,2,0,1,0,1,1,0,2,0,0,5,515,2019,72
73,0,0,3,0,5,0,640,0,0,10,16,224,104,37,1,0,0,0,2,1,0,7,2,3,30,52,323,17,88,128,15,250,225,1,131,64,498,121,22,0,127,421,592,83,0,30,19,31,31,26,0,95,56,27,15,85,560,0,1,0,1,21,105,1,0,107,323,221,6,130,21,129,129,96,2,0,8,6,4,0,89,15,16,1,21,2,2,0,29,140,533,0,39,44,0,1,3,0,3,8,0,7,196,2019,73
74,0,0,6,0,8,0,987,0,2,6,54,437,151,70,1,4,1,4,2,3,4,5,2,7,66,95,683,64,237,361,12,144,365,0,211,231,684,137,33,1,156,839,1678,137,3,18,13,36,23,22,0,117,33,21,55,137,692,14,17,0,6,22,59,0,2,72,249,197,6,17,6,124,157,202,2,0,8,2,5,0,62,10,7,0,21,13,6,1,165,180,906,1,29,20,0,7,3,0,2,10,0,21,352,2019,74
75,5,1,42,10,173,8,12383,8,4,230,1579,5373,3155,766,4,47,0,15,74,52,31,486,93,140,6998,7714,11898,644,3210,2115,465,34423,3777,2,2224,6364,13408,1893,282,2,4341,11134,76703,4799,65,844,240,1368,454,581,3,1553,349,133,1332,2277,8308,44,76,3,50,101,526,3,16,952,11924,2851,48,90,117,1974,3450,3480,27,83,148,40,17,1,484,134,212,16,228,121,94,9,11623,10199,13066,12,655,189,4,86,15,1,620,22,73,2599,10591,2019,75
76,0,0,11,1,25,2,3916,1,8,81,321,2007,561,242,0,3,0,6,12,7,13,59,14,24,484,856,2384,70,664,1153,106,1761,705,3,1103,538,5045,1382,199,8,693,3242,3330,393,15,156,177,160,302,197,4,768,238,104,115,279,2040,16,10,2,2,164,723,0,3,531,2895,2172,70,122,34,416,514,506,4,0,14,23,15,3,146,37,49,4,86,32,21,3,803,1307,3059,25,82,48,2,10,5,0,12,9,2,39,2169,2019,76
77,1,0,6,2,22,1,4672,0,3,95,281,2165,795,235,0,22,0,10,23,8,9,73,10,34,650,879,3561,150,772,864,144,3037,1781,8,2266,397,4180,1845,330,5,1050,2429,4690,529,11,163,150,216,286,239,0,1252,310,156,196,466,4387,12,10,3,7,84,727,0,2,500,2186,1576,65,126,80,590,797,713,10,0,40,61,49,0,146,68,47,5,116,54,20,1,906,1117,4405,14,124,61,0,18,9,2,19,47,7,84,2494,2019,77
78,0,0,13,9,70,3,4738,6,4,78,366,2411,954,312,2,13,1,9,12,18,6,71,11,13,743,957,3460,139,513,903,222,2810,1953,2,1820,747,3758,1578,173,9,827,3098,6938,802,24,222,175,256,327,254,0,1289,371,156,298,367,5390,28,8,2,2,105,617,3,2,519,2219,2102,37,55,30,659,908,764,7,0,22,38,26,0,221,93,71,19,184,54,79,2,1478,1509,6408,8,324,177,3,35,11,1,24,65,28,167,2765,2019,78
79,0,0,0,0,5,0,350,0,0,5,13,176,51,7,0,0,0,0,0,0,3,3,0,3,23,39,269,7,57,90,17,26,107,0,92,102,327,115,14,3,92,401,375,18,0,14,11,20,19,12,0,55,14,5,11,22,205,1,3,0,0,8,27,0,0,52,177,79,1,0,0,37,50,38,0,0,3,11,3,0,1,0,0,0,7,6,0,0,159,117,315,1,2,0,0,0,1,0,1,0,0,20,138,2019,79
80,0,0,5,1,11,1,1411,0,1,31,43,605,255,60,0,4,0,1,1,3,1,17,4,9,132,204,687,21,238,298,60,410,296,0,307,120,710,235,56,1,204,764,1389,160,0,49,55,75,74,91,0,312,25,5,43,64,1012,1,0,0,1,99,253,0,0,120,523,322,25,4,12,146,193,214,1,0,10,12,1,0,28,6,15,4,42,12,0,0,185,228,786,8,23,4,0,4,0,1,1,10,2,14,725,2019,80
81,1,0,1,0,1,0,650,1,0,13,20,256,135,20,0,1,0,2,2,3,2,3,2,7,44,57,739,26,127,123,37,146,121,2,123,110,533,143,8,0,129,432,702,49,0,22,27,32,44,32,0,130,53,7,5,61,301,0,1,0,0,46,116,0,0,179,355,191,4,0,3,79,96,50,0,0,0,9,2,0,0,0,1,0,8,6,1,0,110,137,551,1,3,1,0,5,0,0,3,3,0,7,237,2019,81
82,0,0,5,0,7,0,401,0,0,2,26,177,85,34,0,0,0,0,1,2,1,2,3,3,30,27,266,29,131,76,31,109,119,0,81,47,263,59,10,3,120,261,347,24,0,23,10,27,15,21,0,90,41,8,7,16,238,1,2,0,0,6,30,0,0,33,229,232,4,0,1,49,50,40,0,0,0,10,2,0,1,3,5,0,14,9,0,1,61,123,435,2,6,0,0,2,0,0,1,0,0,4,212,2019,82
83,3,0,8,3,27,2,3235,0,1,29,101,1353,448,173,0,13,0,5,11,4,4,33,8,24,262,344,2796,362,361,740,61,974,552,1,732,904,2072,561,100,3,492,2079,3558,225,1,86,67,91,136,119,1,494,246,140,191,490,3252,11,33,1,4,57,284,0,1,225,942,775,26,17,29,431,490,626,2,0,17,27,10,1,49,27,33,8,96,16,13,16,363,719,2875,22,101,40,0,7,8,0,5,83,6,53,1171,2019,83
84,2,0,4,0,13,1,1216,1,0,20,46,603,282,75,0,4,0,0,5,1,1,24,4,5,78,143,993,61,141,268,34,566,235,0,538,223,977,346,47,5,240,920,1205,132,1,55,32,30,51,36,2,206,110,70,130,325,845,1,0,1,0,20,188,2,1,162,635,405,23,67,21,155,231,256,3,0,4,15,3,0,38,7,9,1,50,8,5,5,182,288,1244,6,61,55,1,7,2,1,4,32,3,15,566,2019,84
85,0,0,2,0,14,0,514,0,0,10,22,237,87,34,0,1,0,0,1,3,0,3,0,1,15,33,354,21,78,111,9,54,157,0,78,81,377,118,21,2,92,299,514,34,0,30,13,17,23,24,0,98,27,11,6,47,259,3,0,0,2,12,55,0,0,54,194,185,0,0,0,67,71,65,1,0,0,4,3,0,4,2,6,1,14,4,0,0,66,105,443,2,3,0,0,2,0,0,2,0,0,1,226,2019,85
86,0,0,8,0,24,3,825,2,0,18,41,416,194,45,0,4,0,2,2,2,3,14,8,2,38,108,342,20,212,134,18,285,454,0,174,115,726,324,35,2,236,558,998,75,4,39,40,42,48,47,0,195,34,12,34,143,632,8,2,0,7,36,62,0,0,237,363,359,0,3,7,131,134,165,2,0,5,16,2,0,10,8,7,0,25,8,1,0,185,214,1032,6,24,3,0,7,7,0,3,10,6,25,430,2019,86
87,0,0,6,0,8,0,731,0,0,3,46,278,170,32,0,2,0,2,1,1,2,10,2,6,34,68,437,27,138,167,15,222,246,2,124,93,751,200,40,0,197,283,929,66,1,25,30,40,33,37,0,148,60,15,44,65,301,1,0,0,3,22,111,0,0,148,222,189,0,31,20,65,95,77,0,0,8,5,0,0,35,8,11,2,41,17,2,0,75,194,978,0,25,10,0,11,0,0,2,4,1,8,341,2019,87
88,0,0,0,1,4,0,373,0,0,6,9,155,63,20,1,2,0,0,0,1,0,2,0,1,23,30,286,15,101,184,20,56,136,0,105,45,499,91,23,1,98,331,394,44,2,17,23,21,27,27,0,93,27,8,9,23,334,1,1,0,0,27,55,0,1,68,218,128,2,1,13,81,87,99,0,0,4,5,2,0,4,4,3,1,5,7,0,1,21,75,348,43,5,1,0,2,0,0,0,0,0,2,203,2019,88
89,0,0,1,0,1,0,494,0,0,6,24,199,119,20,0,3,0,0,4,5,1,0,1,5,25,37,256,16,50,92,21,160,141,0,112,59,260,82,5,0,97,269,320,43,0,12,16,20,33,19,0,127,9,5,5,22,389,0,0,2,0,22,76,1,2,73,252,234,7,1,7,83,87,105,0,0,6,4,1,0,1,4,1,0,4,5,6,0,95,89,439,1,4,0,0,0,2,1,1,1,0,2,244,2019,89
90,0,0,1,0,3,0,383,0,0,7,17,134,69,8,0,4,0,0,3,0,1,2,5,5,15,33,195,16,87,137,7,46,144,0,43,21,159,34,8,0,52,216,328,21,0,11,11,25,23,13,0,114,33,11,16,14,242,0,3,0,1,7,50,1,0,22,56,130,0,0,1,96,85,92,5,0,0,5,0,0,0,0,1,1,4,7,5,0,10,69,221,0,2,2,1,1,1,0,2,0,1,2,142,2019,90
91,0,0,1,2,31,2,4245,2,4,107,264,2036,731,303,1,14,0,2,18,11,8,65,7,24,539,965,3266,124,446,685,237,2408,1060,2,2057,584,3515,1472,167,0,539,2607,4412,787,3,160,127,190,201,169,1,1042,182,93,437,512,3519,5,12,2,1,89,391,0,3,343,1622,966,399,43,82,586,916,666,6,1,53,41,18,0,125,71,66,18,129,32,406,0,534,1015,3780,10,111,53,0,4,2,1,10,18,5,150,2178,2019,91
92,3,0,19,1,61,5,6701,10,3,107,679,3324,1262,457,1,15,0,13,28,13,13,123,28,36,1711,1934,5321,141,938,1073,352,8340,1427,1,2254,2659,7181,1851,297,2,1438,5609,16977,948,11,290,171,377,368,749,0,1306,406,180,1081,515,3750,23,29,0,3,143,557,2,1,479,4040,2512,114,8,138,703,985,587,14,1,65,33,13,0,110,80,95,17,198,46,17,3,6269,3774,8067,5,134,48,0,47,9,1,39,15,44,271,4204,2019,92
93,4,0,17,3,153,1,11161,5,8,272,818,4931,1464,867,4,27,3,25,86,44,27,315,40,62,3541,4562,6950,196,788,1390,375,12399,2614,16,4500,1886,10763,3506,427,2,1028,5090,11092,2483,15,456,279,485,431,334,1,2099,240,111,1559,2335,8678,44,76,1,22,116,1135,2,14,855,5308,3329,170,35,109,1361,2455,1442,16,0,266,129,21,0,164,117,85,9,171,104,239,1,1685,2562,6539,10,321,107,0,10,3,2,36,28,22,3679,5280,2019,93
94,3,0,21,2,110,4,6549,1,9,137,533,2823,907,392,1,40,0,19,42,21,12,154,28,31,1522,1680,5402,141,629,1004,383,4855,1814,10,2618,1855,6209,2126,234,1,846,3679,12611,1301,23,261,176,343,359,232,1,1261,236,94,683,875,4305,16,32,0,2,78,710,2,9,589,3098,1754,113,33,127,843,1135,826,13,0,56,55,16,2,149,71,97,7,156,51,17,3,1546,2041,6216,4,197,93,1,23,9,0,51,17,11,352,3344,2019,94
95,0,0,6,0,71,2,4596,3,4,104,299,2291,639,364,1,13,0,6,28,7,8,171,8,22,1111,1461,3703,69,434,672,150,4044,1004,3,3125,627,5025,2251,201,1,606,2697,5285,923,7,169,143,226,217,191,0,1072,348,179,360,416,3902,21,80,0,10,49,479,0,2,346,1620,808,453,282,909,540,924,784,5,4,26,44,14,2,564,96,93,9,123,37,67,4,1288,1314,3618,1,247,237,0,6,7,0,28,37,2,1361,3045,2019,95
971,9,9,46,12,71,1,1273,2,0,15,51,514,148,61,0,66,0,16,164,1,8,85,1,5,173,242,473,32,311,85,8,87,47,0,177,94,1313,240,21,9,67,387,592,100,2,20,27,16,32,29,2,146,16,12,29,67,294,4,9,0,0,8,44,0,1,43,289,281,46,101,23,55,112,207,0,1,6,2,3,0,20,5,38,1,16,6,0,0,212,78,577,7,106,96,1,8,0,1,4,5,2,12,259,2019,971
972,0,0,15,1,44,0,1011,0,1,8,70,493,72,62,0,10,0,4,85,2,2,45,0,8,91,148,569,9,162,104,19,66,127,0,139,125,1020,151,19,2,93,425,415,61,1,38,31,32,38,41,1,148,18,5,393,42,318,28,0,0,1,1,22,0,0,44,246,160,4,70,3,65,102,263,0,0,4,5,3,1,8,1,7,0,16,4,1,0,41,74,395,3,69,64,0,0,2,1,2,2,2,11,253,2019,972
973,0,0,12,0,29,0,721,2,0,13,46,225,66,30,1,3,0,4,119,10,4,190,3,4,216,274,342,6,160,103,20,129,47,0,66,411,504,13,15,0,66,480,394,118,1,23,41,14,54,29,0,182,2,7,14,23,111,2,3,0,0,1,19,0,0,36,153,245,282,205,39,42,83,129,3,7,14,1,8,0,69,3,120,1,10,2,0,0,13,53,289,2,167,120,1,4,0,0,21,5,0,13,135,2019,973
974,0,1,2,0,16,4,2130,0,1,34,88,966,152,116,0,3,0,2,3,3,0,14,2,8,91,328,770,16,267,102,11,145,148,0,239,258,729,210,26,14,170,555,928,126,2,60,105,83,144,113,3,443,88,25,27,61,400,13,22,3,1,24,189,0,0,95,449,621,1,12,0,98,157,191,1,0,12,13,4,1,10,0,9,2,23,13,1,0,294,132,723,5,38,9,0,4,6,1,6,27,1,10,528,2019,974
976,0,0,1,0,4,1,533,1,0,1,32,134,22,5,0,0,0,0,1,5,9,41,2,4,100,157,215,3,106,52,9,64,36,0,31,162,223,44,9,3,63,207,223,92,0,18,34,22,18,14,0,114,2,3,6,8,70,0,25,2,2,4,16,0,0,29,68,147,154,240,2,33,110,83,0,0,2,9,2,1,219,1,6,0,6,9,0,0,25,15,83,1,116,101,0,1,6,1,32,13,0,102,110,2019,976
987,0,0,0,0,2,0,449,0,0,2,10,61,30,23,0,0,0,0,0,0,1,1,1,1,12,48,144,10,125,28,8,17,50,0,30,212,369,18,3,0,63,211,316,70,0,5,3,7,14,5,0,48,7,10,18,68,520,1,1,0,0,0,6,0,1,11,40,47,27,13,0,29,33,4,1,0,0,4,1,0,1,1,1,1,4,5,0,0,94,16,79,0,12,10,1,0,0,0,0,2,0,3,83,2019,987
