DepartementPrincipal,Règlements de compte entre malfaireurs,Homicides pour voler et à l'occasion de vols,Homicides pour d'autres motifs,Tentatives d'homicides pour voler et à l'occasion de vols,Tentatives homicides pour d'autres motifs,Coups et blessures volontaires suivis de mort,Autres coups et blessures volontaires criminels ou correctionnels,Prises d'otages à l'occasion de vols,Prises d'otages dans un autre but,Sequestrations,Menaces ou chantages pour extorsion de fonds,Menaces ou chantages dans un autre but,Atteintes à la dignité et à la  personnalité,Violations de domicile,Vols à main armée contre des établissements financiers,Vols à main armée contre des éts industriels ou commerciaux,Vols à main armée contre des entreprises de transports de fonds,Vols à main armée contre des particuliers à leur domicile,Autres vols à main armée,"Vols avec armes blanches contre des établissements financiers,commerciaux ou industriels",Vols avec armes blanches contre des particuliers à leur domicile,Autres vols avec armes blanches,"Vols violents sans arme contre des établissements financiers,commerciaux ou industriels",Vols violents sans arme contre des particuliers à leur domicile,Vols violents sans arme contre des femmes sur voie publique ou autre lieu public,Vols violents sans arme contre d'autres victimes,Cambriolages de locaux d'habitations principales,Cambriolages de résidences secondaires,"Camb.de  locaux industriels, commerciaux ou financiers",Cambriolages d'autres lieux,Vols avec entrée par ruse en tous lieux,Vols à la tire,Vols à l'étalage,Vols de véhicules de transport avec frêt,Vols d'automobiles,Vols de véhicules motorisés à 2 roues,Vols à la roulotte,Vols d''accessoires sur véhicules à moteur immatriculés,Vols simples sur chantier,Vols simples sur exploitations agricoles,Autres vols simples contre des établissements publics ou privés,Autres vols simples contre des particuliers dans  deslocaux privés,Autres vols simples contre des particuliers dans des locaux ou lieux publics,Recels,Proxénétisme,Viols sur des majeur(e)s,Viols sur des mineur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des majeur(e)s,Harcèlements sexuels et autres agressions sexuelles contre des mineur(e)s,Atteintes sexuelles,Homicides commis contre enfants de moins de 15 ans,"Violences, mauvais traitements et abandons d'enfants.",Délits au sujet de la garde des mineurs,Non versement de pension alimentaire,Trafic et revente sans usage de stupéfiants,Usage-revente de stupéfiants,Usage de stupéfiants,Autres infractions à la législation sur les stupéfiants,Délits de débits de boissons et infraction à la règlementation sur l'alcool  et le tabac,Fraudes alimentaires et infractions à l'hygiène,Autres délits contre santé publique et la réglementation des professions médicales,Incendies volontaires de biens publics,Incendies volontaires de biens privés,Attentats à l'explosif contre des biens publics,Attentats à l'explosif contre des biens privés,Autres destructions er dégradations de biens publics,Autres destructions er dégradations de biens privés,Destructions et dégradations de véhicules privés,Infractions aux conditions générales d'entrée et de séjour des étrangers,"Aide à l'entrée, à la circulation et au séjour des étrangers",Autres infractions à la police des étrangers,Outrages à dépositaires autorité,Violences à dépositaires autorité,Port ou détention armes prohibées,Atteintes aux intérêts fondamentaux de la Nation,Délits des courses et des jeux,Délits interdiction de séjour et de paraître,"Destructions, cruautés et autres délits envers les animaux",Atteintes à l'environnement,Chasse et pêche,Faux documents d'identité,Faux documents concernant la circulation des véhicules,Autres faux documents administratifs,Faux en écriture publique et authentique,Autres faux en écriture,Fausse monnaie,Contrefaçons et fraudes industrielles et commerciales,Contrefaçons littéraires et artistique,Falsification et usages de chèques volés,Falsification et usages de cartes de crédit,Escroqueries et abus de confiance,Infractions à la législation sur les chèques,Travail clandestin,Emploi d'étranger sans titre de travail,Marchandage - prêt de main d'oeuvre,"Banqueroutes, abus de biens sociaux et autres délits de société","Prix illicittes, publicité fausse et infractions aux règles de la concurrence",Achats et ventes sans factures,Infractions à l'exercice d'une profession règlementée,Infractions au droit de l'urbanisme et de la construction,Fraudes fiscales,Autres délits économiques et financiers,Autres délits,Année,Departement
48,0,0,0,0,0,0,71,0,1,0,3,43,15,0,0,0,0,0,0,0,0,0,1,0,1,1,10,1,5,9,0,9,17,0,3,9,26,7,1,0,18,26,21,5,0,3,4,3,5,3,0,12,6,0,1,6,40,0,1,0,0,3,6,0,0,12,9,13,0,0,1,13,16,7,0,0,1,0,2,0,8,1,3,0,2,1,0,1,19,0,52,0,1,0,0,0,0,0,0,0,0,0,40,2020,48
49,0,0,4,0,21,1,1201,0,2,12,74,525,182,41,1,2,0,1,5,1,3,15,3,5,67,165,533,20,313,242,58,405,286,1,274,268,808,426,38,4,241,866,1088,155,2,87,60,83,111,59,2,326,108,19,23,180,572,6,4,1,26,42,210,0,0,117,534,462,5,1,24,171,173,210,0,0,6,15,8,1,16,26,17,2,27,17,5,0,100,297,1305,4,17,0,0,5,2,0,1,5,2,10,426,2020,49
50,0,0,3,0,2,1,491,0,0,3,26,226,123,26,0,1,0,0,0,0,0,3,1,3,18,26,120,7,66,79,19,61,169,0,50,54,254,55,14,2,95,393,332,34,0,32,39,32,55,33,0,104,20,10,10,176,372,4,2,0,6,35,53,0,1,36,291,158,10,29,12,81,85,46,0,0,1,3,1,1,40,6,17,1,13,2,3,0,35,97,549,9,9,9,0,2,5,0,0,2,1,5,397,2020,50
51,0,1,3,0,24,0,1521,0,0,23,45,829,247,62,0,3,0,0,1,2,1,17,3,10,131,205,621,20,245,291,42,431,242,0,353,124,946,344,38,2,231,946,940,135,3,48,57,58,102,67,0,281,100,26,37,94,959,3,1,0,56,28,297,1,0,103,1085,664,57,15,69,239,237,263,4,1,6,9,3,1,14,9,10,2,29,13,3,0,299,351,1335,1,11,6,1,12,2,0,6,3,4,20,703,2020,51
52,0,0,1,0,7,0,337,0,0,2,15,170,61,15,0,1,0,0,0,0,0,1,2,1,8,9,104,5,23,30,2,20,90,0,41,21,71,67,7,1,49,113,90,22,0,23,8,15,20,21,0,45,10,4,4,16,274,4,1,0,16,17,29,0,0,23,55,25,1,0,0,63,44,76,2,0,4,3,5,0,0,1,1,0,3,5,0,0,21,31,171,2,6,1,0,1,0,0,2,1,0,2,130,2020,52
53,0,0,0,0,1,0,308,0,0,4,21,136,74,13,0,1,0,0,1,2,1,0,0,11,11,42,95,4,54,19,11,80,71,0,45,40,298,57,5,0,71,240,249,55,0,17,15,29,25,13,0,86,51,7,4,19,135,0,1,0,3,7,14,0,0,82,88,40,0,2,12,31,27,29,0,0,3,2,1,0,13,14,4,0,13,10,2,0,63,132,410,2,3,0,0,1,0,0,0,0,1,0,166,2020,53
54,0,0,6,1,19,0,2314,3,0,34,106,1035,375,84,0,6,0,5,5,3,7,16,6,12,81,147,787,33,288,318,26,571,569,0,302,135,865,406,61,2,316,1243,1518,153,3,92,89,94,107,134,0,371,138,54,69,147,1099,8,7,1,21,104,311,0,1,266,1030,765,9,71,7,290,332,317,13,0,20,23,12,0,56,31,17,28,62,14,5,8,326,466,2344,6,41,30,0,17,1,0,2,9,5,20,914,2020,54
55,0,0,2,0,0,0,259,0,0,6,18,115,55,7,0,0,0,0,1,1,1,3,1,2,13,15,131,6,101,60,7,22,96,0,58,14,148,36,7,3,57,263,157,31,0,6,6,14,21,14,0,42,16,2,2,26,207,0,1,0,8,11,45,0,0,38,110,69,0,1,2,27,28,47,3,0,0,2,0,0,1,5,2,0,4,2,2,0,37,71,248,1,2,0,0,1,0,0,0,0,1,3,86,2020,55
56,1,0,3,1,5,0,1147,0,2,14,37,459,143,51,0,2,0,0,3,2,1,3,1,5,19,66,367,20,149,127,24,163,89,0,123,103,436,174,11,1,88,485,633,81,0,56,50,56,81,55,0,183,53,15,45,233,594,5,5,0,21,35,58,3,1,105,391,240,0,2,9,124,152,100,2,0,26,7,0,0,4,5,4,0,11,4,3,0,90,97,704,1,5,0,0,3,0,1,0,1,0,67,364,2020,56
57,0,1,3,1,9,1,2411,1,0,34,98,1197,450,134,0,6,0,6,4,2,5,19,6,5,98,172,1035,23,295,423,62,582,457,3,441,142,1724,435,64,2,319,1358,1192,149,5,76,62,93,122,101,1,426,146,57,83,143,976,5,4,1,40,42,260,0,0,189,1327,1389,8,61,18,286,305,242,5,0,6,21,12,0,65,42,26,8,48,16,7,0,81,400,2027,8,42,42,0,3,2,0,3,8,0,8,883,2020,57
58,0,0,1,0,0,0,172,0,0,3,10,97,53,11,0,0,0,0,0,0,1,4,1,3,10,22,199,17,55,80,11,38,80,0,56,35,106,44,6,2,51,136,132,9,0,10,6,5,10,14,0,15,4,1,2,10,127,1,0,0,0,4,44,0,0,53,150,67,0,0,1,29,24,20,0,0,0,3,0,0,0,0,2,0,3,2,0,0,53,37,194,0,1,0,0,0,0,0,0,1,0,2,70,2020,58
59,5,2,27,2,88,10,11857,4,6,195,465,4980,1853,569,5,28,0,11,29,23,24,161,17,80,984,1529,7108,232,1895,2229,305,4415,974,7,4990,646,13019,3234,428,12,1340,5596,5605,1020,31,439,477,473,740,581,2,2352,578,164,546,574,5804,30,33,5,236,122,1482,2,9,891,4954,3167,31,230,49,1144,1271,874,16,1,29,95,34,29,207,102,66,20,214,92,22,14,1334,2408,7812,27,215,92,1,24,20,1,40,73,18,104,4888,2020,59
60,1,0,1,0,10,2,1049,0,3,20,41,502,142,64,0,7,0,1,8,3,6,19,7,8,99,139,335,26,229,183,22,364,222,0,471,58,506,306,48,1,171,526,495,106,4,43,34,47,38,41,0,207,36,17,77,77,1197,12,5,1,36,17,213,1,1,138,366,275,3,69,38,192,278,135,4,1,9,4,3,0,92,25,28,1,31,13,5,6,233,183,774,1,64,32,0,3,7,0,2,8,2,27,414,2020,60
61,0,0,0,0,7,0,330,0,0,2,15,270,61,14,0,0,0,0,0,1,0,0,1,5,9,22,73,6,71,58,13,24,133,0,66,20,140,48,7,1,68,149,182,88,1,14,18,23,26,20,0,67,37,4,3,41,155,2,0,0,2,13,42,0,0,52,198,141,1,0,6,81,67,72,0,0,6,2,0,0,5,5,4,0,7,3,3,0,18,44,317,2,8,1,0,3,0,0,0,1,1,1,193,2020,61
62,0,1,10,0,32,0,5489,1,1,80,167,2116,929,233,0,7,0,4,15,7,11,33,4,48,172,341,2095,120,832,1024,159,669,632,6,1081,294,3087,1016,205,18,668,2231,1751,331,3,166,199,169,413,261,2,1703,370,90,80,335,2709,23,12,0,107,134,809,0,2,416,1968,1737,47,652,202,546,566,331,11,3,20,92,17,1,604,39,48,10,118,46,14,3,494,720,2988,14,54,13,1,9,11,1,10,25,3,21,3293,2020,62
63,0,0,3,0,8,1,1118,0,0,9,65,498,196,55,0,1,0,0,1,1,4,11,8,5,73,134,980,42,385,329,34,424,329,1,335,139,1063,261,44,6,270,928,768,122,0,64,27,73,54,41,0,183,108,19,32,92,442,2,3,0,24,20,219,0,0,162,955,601,16,12,35,104,111,148,3,0,4,4,6,0,33,9,14,2,47,11,4,0,262,360,1331,4,21,12,1,9,0,0,3,10,0,19,579,2020,63
64,0,0,10,0,11,2,1398,0,0,21,56,602,240,76,0,6,0,1,2,1,2,5,4,5,57,87,778,138,372,244,55,416,266,0,256,380,1220,277,56,1,233,872,1169,137,1,66,37,54,64,68,0,176,110,25,61,111,719,5,1,0,6,34,104,0,2,156,506,515,21,47,43,144,179,120,2,0,8,14,5,1,63,17,21,2,41,20,1,0,184,329,1317,10,24,19,0,13,0,0,3,13,4,17,605,2020,64
65,0,0,1,0,0,2,363,0,0,3,12,135,35,15,0,0,0,0,0,2,0,1,0,2,21,28,253,12,63,51,8,119,89,0,56,38,190,115,10,4,132,286,285,30,0,14,7,6,19,14,0,53,63,13,6,61,259,1,0,0,14,5,40,0,0,51,213,230,3,1,2,39,52,58,0,1,0,3,1,0,1,1,2,0,7,3,0,0,33,110,332,2,2,0,0,1,0,0,1,3,0,2,169,2020,65
66,1,0,7,0,25,0,1085,0,1,20,53,490,111,55,0,3,0,4,4,1,5,23,3,7,182,155,634,107,235,166,30,335,109,0,292,103,1036,219,9,1,99,389,515,107,3,35,32,16,41,40,0,139,70,19,121,78,313,23,19,0,52,7,66,0,2,72,284,216,38,71,69,151,168,100,1,0,5,7,1,0,110,18,18,4,19,5,4,0,114,300,649,3,30,16,0,5,1,0,2,4,10,40,327,2020,66
67,1,0,11,0,43,0,2711,1,1,43,151,1697,645,135,0,4,0,1,6,6,7,35,4,11,127,272,721,23,308,536,47,697,672,0,235,323,1978,382,69,43,440,1782,2955,306,8,98,76,118,92,94,1,486,147,40,79,241,894,11,15,4,64,149,828,0,3,382,1316,1256,24,56,27,365,413,294,8,4,18,11,14,0,55,70,82,4,54,30,8,5,558,531,2427,5,43,33,0,15,6,1,10,7,10,31,1051,2020,67
68,0,0,3,1,31,1,1894,1,2,41,70,994,279,86,0,3,0,2,4,2,1,10,7,4,48,166,396,8,121,234,23,316,190,0,125,86,690,91,25,3,236,770,1181,135,1,85,57,76,100,69,1,375,85,41,78,101,574,0,1,2,30,50,247,1,0,223,796,336,3,15,9,209,257,206,7,0,6,8,4,0,36,40,7,2,30,4,3,0,39,245,1089,2,28,7,0,9,0,0,3,3,2,17,612,2020,68
69,7,1,13,0,72,4,7002,1,3,116,437,3069,946,278,1,29,3,12,32,11,8,186,21,32,1191,1421,4846,155,2033,3344,271,3243,1784,2,2496,1277,8740,2147,197,4,802,4428,12851,1087,20,257,159,397,265,263,0,877,379,178,376,509,3868,28,89,3,68,132,1006,0,0,703,2684,1495,382,92,148,729,1047,1185,6,3,62,49,9,0,220,157,58,16,177,75,79,0,438,3767,5522,1,113,48,0,25,14,0,33,10,14,411,3041,2020,69
70,0,0,0,0,0,0,143,0,0,1,3,95,22,14,0,0,0,0,0,1,0,0,0,0,8,4,50,0,29,9,4,11,56,0,22,16,63,16,4,0,35,90,134,10,0,3,6,12,7,15,0,32,8,2,3,12,89,1,1,0,5,3,24,0,0,16,64,44,2,1,0,19,14,24,0,0,2,1,4,0,0,2,0,0,4,2,0,0,4,21,179,2,3,0,0,3,0,0,0,0,1,2,63,2020,70
71,1,0,4,0,8,0,860,0,0,12,30,331,120,40,0,4,0,1,0,2,2,5,6,6,18,39,457,15,196,176,23,80,184,0,205,126,308,152,23,6,138,533,510,46,1,32,33,36,42,37,0,134,40,15,21,61,637,1,2,0,19,81,173,1,1,125,245,224,3,0,11,106,97,96,0,0,2,21,3,0,3,4,7,0,5,22,3,0,47,151,780,4,5,5,0,0,0,0,3,2,0,4,347,2020,71
72,1,0,2,0,4,1,954,0,2,21,32,460,229,34,0,0,0,1,3,3,3,14,4,3,92,183,459,17,248,193,28,200,94,0,165,114,665,149,8,0,116,560,593,129,1,53,41,61,74,44,0,327,82,15,8,59,404,1,0,0,5,27,90,0,0,118,413,178,12,1,37,144,148,112,0,0,11,6,2,0,7,13,4,1,10,4,0,0,27,237,912,2,8,1,0,2,2,0,0,1,0,4,418,2020,72
73,0,0,2,0,10,0,652,0,0,8,22,235,98,26,0,1,0,0,4,2,1,3,5,1,20,45,339,15,86,119,16,226,156,0,101,82,284,85,19,0,89,387,377,55,1,28,40,31,27,29,0,103,38,17,24,54,395,0,1,0,8,27,96,1,1,101,353,196,7,158,11,106,102,74,3,0,2,5,3,0,89,14,12,0,15,5,0,0,82,150,576,1,40,39,0,1,1,0,1,2,2,1,193,2020,73
74,0,0,7,0,12,0,1033,0,0,14,48,393,109,51,0,11,0,1,3,0,2,16,4,7,57,115,618,72,153,386,23,125,272,0,143,168,569,113,25,0,123,773,1147,115,2,29,25,30,34,36,0,134,48,31,56,115,692,13,2,0,51,14,85,0,0,63,262,168,12,23,16,125,116,172,1,0,16,5,2,0,37,10,5,1,20,12,2,0,33,128,930,2,27,8,0,6,1,1,2,6,2,27,374,2020,74
75,3,3,27,13,179,6,11075,2,8,183,1274,5121,2496,694,4,22,2,17,41,31,32,387,58,90,5780,6487,9148,441,4479,1823,361,23407,2343,1,1784,4872,12561,1841,206,1,3255,8639,48485,4573,54,862,240,1059,336,546,2,1289,326,111,1174,2019,7080,55,82,0,509,82,515,3,15,668,9318,2282,28,67,207,1830,2874,2742,23,35,144,38,17,0,422,120,150,17,227,84,34,6,10421,7447,12252,8,492,174,3,86,32,0,323,17,77,2637,8921,2020,75
76,1,0,18,0,28,3,3734,4,6,69,292,1973,541,200,1,12,0,8,13,7,10,47,7,33,347,617,1831,88,566,988,105,1423,497,5,1053,456,3797,981,143,9,495,2720,2488,350,9,171,233,194,264,171,0,748,210,64,108,252,1533,18,7,1,54,116,629,2,5,353,2231,1798,34,120,79,463,455,417,7,1,26,43,4,2,190,59,59,5,75,36,6,4,1105,1185,3108,8,66,23,0,13,4,1,22,9,4,30,1659,2020,76
77,0,0,1,0,33,0,4456,6,6,90,255,2066,798,255,0,6,0,6,21,8,8,91,10,23,535,775,3169,186,880,674,139,2112,1163,9,2028,323,3528,1555,251,12,755,2577,3263,378,16,186,143,187,238,212,0,1033,306,77,192,447,3056,11,7,2,135,56,531,1,0,374,1938,1356,77,68,90,562,685,595,6,1,42,50,16,0,131,71,53,13,129,55,16,1,710,1050,4469,3,90,33,0,14,14,1,6,35,9,88,2337,2020,77
78,2,0,12,1,82,2,5359,5,3,96,333,2351,898,300,2,5,0,8,22,8,3,84,9,15,579,728,3069,145,691,823,168,2232,1391,3,1826,748,3096,1507,176,6,618,3121,5123,569,11,211,214,246,293,251,1,1270,399,140,241,272,3428,35,7,6,168,108,597,1,8,381,1984,1644,54,64,40,579,839,638,13,0,29,53,14,0,206,97,60,17,189,52,52,0,1444,1232,5694,12,190,105,1,40,12,1,12,36,19,97,2582,2020,78
79,0,0,0,0,5,1,392,0,0,3,19,180,42,15,0,0,0,2,2,0,0,4,2,6,13,30,204,7,76,92,16,39,82,0,90,58,300,95,7,2,82,355,258,29,0,29,16,21,33,19,0,96,7,1,13,34,151,0,0,0,6,13,26,1,0,26,166,67,1,0,6,51,52,50,0,0,1,13,2,0,1,0,0,0,10,5,0,1,61,108,354,2,0,0,0,0,0,0,1,0,0,9,129,2020,79
80,1,0,3,0,14,0,1259,0,2,16,37,562,190,70,2,3,1,0,6,5,2,15,2,10,78,131,433,22,189,200,52,337,144,1,272,81,697,180,38,1,118,630,808,98,2,61,53,68,86,71,0,211,16,3,54,59,778,1,2,0,37,71,161,0,0,107,503,272,17,2,11,149,191,139,3,0,7,6,1,0,17,25,10,6,24,16,31,1,78,219,568,0,19,0,0,5,0,1,0,1,5,6,493,2020,80
81,0,0,1,0,4,0,658,0,0,14,24,302,113,29,1,0,0,3,2,0,0,8,2,9,28,69,413,28,96,83,20,92,77,0,93,90,384,89,13,1,101,411,447,32,1,28,35,23,47,31,0,138,36,11,13,47,244,4,1,0,6,30,64,0,2,153,353,184,4,0,3,93,91,60,2,0,4,8,3,0,1,2,2,0,5,7,0,0,129,113,641,1,1,0,0,3,1,0,3,1,1,16,276,2020,81
82,0,0,1,0,4,0,370,0,0,8,16,150,59,31,0,0,0,1,1,3,1,3,3,3,24,22,246,24,65,37,13,83,86,0,54,32,236,58,19,1,93,224,197,16,0,23,14,28,14,17,0,69,52,19,8,23,223,2,1,0,4,9,38,0,0,32,155,125,2,0,4,49,34,40,0,0,0,5,1,0,2,0,3,0,6,9,4,0,33,87,408,2,1,0,0,0,0,0,0,0,0,8,175,2020,82
83,4,0,7,0,31,1,3289,0,1,35,105,1282,428,184,0,5,0,7,18,3,4,48,10,21,175,298,1848,191,392,500,73,881,426,0,634,769,1913,419,86,4,340,1927,2718,194,3,108,92,124,107,120,1,394,187,81,139,395,2424,13,14,0,66,27,223,0,0,157,713,643,26,17,47,405,410,456,3,1,27,34,7,0,38,25,23,5,71,20,13,6,378,989,3076,1,98,37,0,5,4,0,3,76,5,37,1061,2020,83
84,2,0,2,0,14,0,1114,0,0,12,45,543,206,78,0,4,0,0,1,1,1,16,5,8,86,108,987,34,153,220,21,314,207,2,409,157,777,289,39,12,176,586,890,100,5,35,33,46,52,38,1,164,99,60,118,292,781,4,9,0,33,15,180,0,1,119,468,329,29,43,23,172,203,201,3,0,5,24,7,0,69,32,6,2,41,9,10,1,111,265,1082,1,44,51,0,3,0,0,4,21,3,9,541,2020,84
85,0,0,0,0,6,0,469,0,0,8,17,259,62,16,0,3,0,0,0,0,0,1,0,0,9,25,343,42,128,95,20,70,96,0,69,69,248,105,13,2,75,299,323,43,3,21,13,31,31,26,0,85,43,15,3,38,249,0,0,0,10,12,50,1,0,55,271,243,2,1,0,61,68,61,0,0,2,2,6,0,2,7,2,1,11,3,0,0,13,61,417,2,5,0,0,0,0,0,1,3,0,4,150,2020,85
86,0,0,6,0,16,1,700,0,0,17,32,359,164,38,0,8,0,0,1,0,0,10,3,3,34,63,261,17,182,107,12,219,303,0,106,115,537,192,18,1,180,663,598,70,2,49,46,42,69,52,0,185,50,7,15,65,578,4,0,2,27,25,76,0,0,154,260,212,2,3,5,108,120,133,1,0,5,5,4,1,10,12,10,1,24,19,1,0,65,164,1012,2,13,1,0,5,2,0,2,3,6,20,352,2020,86
87,0,0,7,0,5,1,636,0,0,6,56,271,123,39,0,6,1,0,2,0,1,9,1,6,26,62,289,25,123,140,13,145,151,0,128,115,638,234,39,1,150,242,799,62,2,33,29,36,33,36,0,135,52,21,50,79,439,2,0,0,20,9,96,0,0,123,177,123,5,27,19,71,85,86,0,0,1,6,5,0,16,13,6,2,27,12,3,2,151,221,798,2,14,9,0,4,1,0,0,0,1,9,310,2020,87
88,0,0,1,0,12,0,405,0,1,2,13,172,65,21,0,0,0,0,0,1,2,3,2,4,21,33,261,19,131,114,2,23,123,0,62,24,265,66,10,0,64,264,275,22,1,16,23,12,25,26,0,97,49,13,10,54,418,1,3,0,13,11,47,1,0,66,183,92,4,0,7,86,70,113,4,0,5,10,5,1,2,2,2,1,7,13,2,0,20,86,394,0,6,0,0,0,2,0,0,0,0,6,192,2020,88
89,0,0,2,0,2,0,551,0,1,20,36,253,112,34,0,0,0,0,1,1,0,4,2,2,17,52,199,15,82,73,14,91,81,0,118,52,241,95,11,3,91,289,299,34,0,25,22,27,31,31,0,128,24,8,6,18,336,2,1,1,13,18,53,0,0,56,265,158,3,2,5,86,88,74,1,0,5,6,4,0,2,4,3,2,5,6,2,0,79,104,528,1,6,0,0,0,1,0,0,3,0,0,273,2020,89
90,0,0,2,0,4,0,367,0,0,2,19,112,60,12,0,0,0,0,0,0,0,8,2,1,9,30,125,5,78,145,6,13,81,0,36,15,100,32,4,0,39,180,143,16,0,10,9,21,24,21,0,85,41,17,25,21,325,1,2,0,14,14,35,0,0,25,64,51,2,0,0,62,57,90,0,0,0,0,0,0,1,1,0,2,5,8,0,0,3,58,182,0,1,0,0,1,0,0,0,0,0,2,118,2020,90
91,0,0,7,0,46,1,4331,0,0,83,241,1855,681,364,0,9,0,6,22,6,8,73,14,15,477,865,3008,168,622,568,150,1919,772,1,1853,468,3085,1513,171,1,488,2748,3343,431,6,141,135,204,220,172,0,922,168,60,453,392,2550,6,34,0,154,72,445,3,7,271,1494,967,283,35,70,561,893,522,15,0,39,49,10,0,92,97,36,11,103,26,12,2,366,913,4128,15,74,24,0,10,5,0,10,21,11,149,2043,2020,91
92,1,0,14,2,73,3,6953,4,4,97,634,3101,1213,487,2,21,0,7,28,11,8,124,15,38,1449,1615,4316,204,1193,1180,342,6024,1075,6,2233,2304,5971,1472,243,1,977,5622,13296,812,22,346,208,361,338,741,0,1403,376,95,852,387,3163,21,65,1,308,144,571,0,2,452,3596,2006,157,6,78,723,954,559,25,4,71,39,3,0,86,99,66,12,162,38,27,0,6400,3004,7464,4,111,51,1,25,30,0,14,9,26,202,4358,2020,92
93,5,0,22,11,138,4,11098,4,17,296,775,5020,1447,1112,1,18,1,27,61,26,37,370,52,68,2972,3839,5772,268,1314,1172,339,9774,1988,9,3865,1619,9175,3098,363,1,771,4895,9883,2204,2,493,283,427,360,387,0,1848,207,99,1385,1984,8162,24,133,5,555,102,1001,2,20,678,4942,3059,206,17,163,1401,2246,1428,12,3,311,99,16,0,179,102,64,11,157,75,104,2,1653,2237,6496,14,257,112,0,7,6,4,16,20,22,3998,5068,2020,93
94,0,0,24,5,71,4,6633,2,2,121,470,2966,935,508,1,20,0,32,46,18,16,147,14,25,1257,1415,4330,182,952,967,291,4289,1391,7,2677,1729,5153,2212,195,1,653,3891,10338,1034,20,291,204,284,320,262,3,1169,228,71,587,886,4006,23,40,0,270,64,602,4,4,483,3006,1757,40,24,74,813,1135,803,11,0,60,45,10,0,137,57,58,11,146,48,18,1,1207,1902,5790,10,122,64,2,8,14,0,14,13,20,416,3211,2020,94
95,2,0,7,1,62,1,4621,2,2,120,327,2170,632,404,1,11,0,6,35,5,8,130,8,24,839,1212,2790,79,705,773,107,2910,754,2,2616,536,3961,1717,151,0,517,2305,3852,814,9,174,155,185,194,179,0,878,249,118,291,275,3189,15,34,5,288,49,466,2,2,268,1360,566,355,225,461,571,896,770,7,0,23,43,15,0,490,92,53,10,120,37,49,0,1037,1124,3662,6,221,169,1,7,12,0,30,20,19,2636,2738,2020,95
971,3,12,19,7,30,1,1333,2,0,19,47,497,117,67,3,45,0,10,99,0,3,44,3,3,51,173,337,22,246,86,11,68,47,0,127,104,755,155,16,5,61,391,417,60,3,23,20,19,31,32,1,67,49,29,247,62,316,13,20,0,2,7,32,0,3,53,332,295,28,67,21,53,96,197,3,0,2,4,2,0,18,3,52,7,14,15,0,0,82,86,642,5,72,39,0,6,1,3,3,8,7,37,254,2020,971
972,1,1,5,2,24,0,932,0,0,15,59,385,98,71,1,15,0,7,74,2,5,38,2,7,67,131,386,12,175,59,13,36,70,0,146,71,701,139,20,4,56,292,263,32,3,32,42,34,54,31,0,140,7,7,40,25,189,8,1,0,0,10,28,1,2,52,255,136,2,38,0,52,90,160,0,0,0,4,6,1,10,1,11,0,9,0,0,0,51,78,449,1,32,24,0,2,0,0,0,1,0,12,250,2020,972
973,0,0,5,4,37,1,729,0,1,19,39,269,67,40,2,7,0,11,116,8,9,244,0,7,178,232,385,5,229,140,8,82,16,0,62,346,418,20,10,0,35,312,301,104,1,29,39,8,23,26,0,154,1,2,34,27,98,4,1,0,3,6,12,0,0,33,152,145,70,81,36,37,85,103,6,3,15,4,7,2,20,0,16,1,9,0,0,0,22,55,292,0,68,51,0,3,0,2,2,4,3,21,169,2020,973
974,0,0,5,0,21,2,2195,0,0,20,59,988,178,137,0,1,0,0,2,0,3,15,5,5,55,188,561,22,499,56,8,92,116,0,179,244,561,129,24,14,132,438,616,82,1,87,84,74,148,94,3,383,75,23,18,44,268,11,13,1,6,27,190,0,2,96,463,563,0,15,1,110,156,115,11,0,5,8,8,0,2,2,3,1,31,8,7,1,189,90,643,1,49,2,0,9,5,0,9,25,3,12,480,2020,974
976,0,0,3,0,13,1,426,0,1,5,18,118,32,8,0,1,0,1,2,6,6,98,4,6,157,173,158,0,139,64,8,31,36,0,34,231,187,41,12,2,49,230,183,91,0,15,33,8,15,10,0,72,4,0,4,3,45,1,37,3,4,8,15,0,0,32,46,89,124,286,2,25,103,92,0,0,0,17,1,0,155,1,7,0,1,6,0,0,14,18,95,0,156,151,0,1,1,2,15,19,1,58,125,2020,976
987,0,0,1,0,0,1,361,0,0,1,8,64,38,15,0,0,0,0,0,0,0,0,0,2,10,39,71,9,38,24,18,21,35,0,28,113,119,5,2,0,28,129,245,56,0,9,15,13,23,10,0,44,10,2,13,40,334,3,2,0,0,0,1,0,0,9,37,35,41,20,2,37,40,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,128,11,94,0,3,10,2,1,1,0,2,0,1,0,110,2020,987
988,0,0,2,0,1,1,1168,0,1,6,32,242,107,29,0,0,0,0,1,1,1,1,10,10,36,87,430,13,269,117,6,44,257,0,250,63,528,30,14,0,103,624,392,173,0,22,24,24,52,26,0,169,25,34,30,151,900,3,3,0,52,19,77,0,1,187,312,281,55,6,0,98,104,88,2,1,1,10,4,0,0,0,3,1,8,0,0,0,195,32,203,5,153,11,0,6,0,0,2,4,0,48,341,2020,988
